Date,Weekday,Open,High,Low,Close
10/16/2017,Monday,13118000,13118000,13046000,13089000
10/17/2017,Tuesday,13099000,13125000,13055000,13085000
10/18/2017,Wednesday,13080000,13114000,13080000,13103000
10/20/2017,Friday,13000000,13010000,12930000,12952000
10/21/2017,Saturday,12944000,12970000,12934000,12965000
10/22/2017,Sunday,12947000,13066000,12945000,13056000
10/23/2017,Monday,13076000,13130000,13070000,13110000
10/24/2017,Tuesday,13127000,13127000,13065000,13080000
10/25/2017,Wednesday,13090000,13107000,13026000,13026000
10/27/2017,Friday,13056000,13189000,13056000,13174000
10/28/2017,Saturday,13186000,13220000,13154000,13190000
10/29/2017,Sunday,13168000,13180000,13120000,13144000
10/30/2017,Monday,13135000,13160000,13113000,13133000
10/31/2017,Tuesday,13141000,13197000,13141000,13180000
11/1/2017,Wednesday,13170000,13215000,13155000,13195000
11/3/2017,Friday,13155000,13192000,13144000,13187000
11/4/2017,Saturday,13182000,13317000,13165000,13302000
11/5/2017,Sunday,13292000,13445000,13290000,13430000
11/6/2017,Monday,13450000,13482000,13360000,13393000
11/7/2017,Tuesday,13405000,13510000,13405000,13497000
11/8/2017,Wednesday,13494000,13594000,13494000,13582000
11/10/2017,Friday,13564000,13635000,13457000,13497000
11/11/2017,Saturday,13487000,13760000,13472000,13730000
11/12/2017,Sunday,13705000,13990000,13690000,13880000
11/13/2017,Monday,13940000,13975000,13825000,13895000
11/14/2017,Tuesday,13940000,13940000,13866000,13883000
11/15/2017,Wednesday,13899000,13900000,13855000,13895000
11/17/2017,Friday,14016000,14180000,13990000,14145000
11/18/2017,Saturday,14160000,14195000,14145000,14155000
11/19/2017,Sunday,14140000,14435000,14105000,14210000
11/20/2017,Monday,14285000,14484000,14136000,14441000
11/21/2017,Tuesday,14506000,14536000,14155000,14175000
11/22/2017,Wednesday,14130000,14248000,13853000,13903000
11/24/2017,Friday,13818000,13977000,13617000,13617000
11/25/2017,Saturday,13657000,13680000,13485000,13570000
11/26/2017,Sunday,13660000,13670000,13560000,13605000
11/27/2017,Monday,13588000,13605000,13540000,13560000
11/28/2017,Tuesday,13568000,13774000,13568000,13764000
11/29/2017,Wednesday,13804000,13870000,13752000,13815000
12/1/2017,Friday,13805000,13938000,13805000,13938000
12/2/2017,Saturday,13948000,14040000,13907000,13935000
12/3/2017,Sunday,13920000,14268000,13915000,14258000
12/4/2017,Monday,14358000,14430000,14110000,14155000
12/5/2017,Tuesday,14145000,14185000,14120000,14140000
12/6/2017,Wednesday,14170000,14195000,14135000,14145000
12/8/2017,Friday,13960000,14205000,13952000,14155000
12/9/2017,Saturday,14180000,14250000,14045000,14087000
12/10/2017,Sunday,14095000,14195000,14072000,14127000
12/11/2017,Monday,14117000,14177000,14074000,14104000
12/12/2017,Tuesday,14129000,14150000,14095000,14120000
12/13/2017,Wednesday,14155000,14170000,14102000,14117000
12/15/2017,Friday,14122000,14137000,13952000,13997000
12/16/2017,Saturday,13982000,13990000,13827000,13847000
12/17/2017,Sunday,13850000,13967000,13850000,13927000
12/18/2017,Monday,13942000,13974000,13875000,13880000
12/19/2017,Tuesday,13915000,13945000,13875000,13920000
12/20/2017,Wednesday,13905000,13955000,13897000,13915000
12/22/2017,Friday,13950000,13990000,13924000,13955000
12/23/2017,Saturday,13962000,13990000,13947000,13960000
12/24/2017,Sunday,13953000,13969000,13940000,13969000
12/25/2017,Monday,13972000,14048000,13972000,14043000
12/26/2017,Tuesday,14078000,14153000,14068000,14113000
12/27/2017,Wednesday,14125000,14161000,14108000,14148000
12/29/2017,Friday,14213000,14469000,14175000,14434000
12/30/2017,Saturday,14474000,14650000,14315000,14500000
12/31/2017,Sunday,14555000,14975000,14542500,14890000
1/1/2018,Monday,14855000,15030000,14805000,14907500
1/2/2018,Tuesday,14992500,15120000,14945000,15030000
1/3/2018,Wednesday,15015000,15025000,14560000,14655000
1/5/2018,Friday,14635000,14785000,14575000,14725000
1/6/2018,Saturday,14700000,14735000,14620000,14700000
1/7/2018,Sunday,14675000,14775000,14640000,14683000
1/8/2018,Monday,14703000,14715000,14643000,14700000
1/9/2018,Tuesday,14725000,14965000,14700000,14945000
1/10/2018,Wednesday,14950000,15015000,14843000,14925000
1/12/2018,Friday,14850000,15040000,14815000,15015000
1/13/2018,Saturday,15020000,15107000,14827000,14877000
1/14/2018,Sunday,14872000,14950000,14865000,14920000
1/15/2018,Monday,14935000,15005000,14921000,14940000
1/16/2018,Tuesday,15005000,15155000,14995000,15150000
1/17/2018,Wednesday,15135000,15140000,14995000,15025000
1/19/2018,Friday,15050000,15220000,15050000,15195000
1/20/2018,Saturday,15205000,15297000,15137000,15282000
1/21/2018,Sunday,15285000,15375000,15235000,15285000
1/22/2018,Monday,15290000,15400000,15160000,15180000
1/23/2018,Tuesday,15200000,15265000,15145000,15190000
1/24/2018,Wednesday,15225000,15265000,15145000,15180000
1/26/2018,Friday,14885000,14925000,14685000,14775000
1/27/2018,Saturday,14770000,14900000,14765000,14890000
1/28/2018,Sunday,14910000,14925000,14745000,14770000
1/29/2018,Monday,14785000,14880000,14725000,14875000
1/30/2018,Tuesday,14925000,15055000,14835000,15035000
1/31/2018,Wednesday,15145000,15145000,14905000,14915000
2/2/2018,Friday,14975000,15130000,14970000,15095000
2/3/2018,Saturday,15100000,15295000,15095000,15195000
2/4/2018,Sunday,15190000,15295000,15125000,15225000
2/5/2018,Monday,15245000,15310000,15220000,15225000
2/6/2018,Tuesday,15195000,15335000,15185000,15205000
2/7/2018,Wednesday,15215000,15265000,15090000,15250000
2/9/2018,Friday,15255000,15440000,15245000,15425000
2/10/2018,Saturday,15495000,15550000,15420000,15440000
2/11/2018,Sunday,15430000,15785000,15430000,15740000
2/12/2018,Monday,15790000,15985000,15790000,15905000
2/13/2018,Tuesday,15955000,15965000,15775000,15775000
2/14/2018,Wednesday,15665000,15780000,15550000,15550000
2/16/2018,Friday,15632500,15667500,15155000,15155000
2/17/2018,Saturday,15130000,15155000,14952500,15017500
2/18/2018,Sunday,15015000,15015000,14820000,14862500
2/20/2018,Tuesday,14857500,14900000,14750000,14750000
2/21/2018,Wednesday,14770000,14807000,14770000,14799000
2/22/2018,Thursday,14791000,14800000,14782000,14788000
2/23/2018,Friday,14794000,15250000,14785000,15100000
2/24/2018,Saturday,15090000,15300000,15090000,15200000
2/25/2018,Sunday,15400000,15400000,15300000,15370000
2/26/2018,Monday,15420000,15425500,15350000,15416000
2/27/2018,Tuesday,15421000,15550000,15419500,15550000
2/28/2018,Wednesday,15530500,15537500,15472000,15503000
3/1/2018,Thursday,15536000,15552000,15496000,15535000
3/2/2018,Friday,15531000,15750000,15531000,15730000
3/3/2018,Saturday,15700000,15920000,15700000,15910000
3/4/2018,Sunday,15916000,15924000,15860000,15917000
3/5/2018,Monday,15949000,15949000,15800000,15888000
3/6/2018,Tuesday,15860000,15900000,15846000,15861000
3/7/2018,Wednesday,15871000,15880000,15817000,15831000
3/8/2018,Thursday,15813000,15852000,15787000,15837000
3/9/2018,Friday,15843000,15880000,15750000,15750000
3/10/2018,Saturday,15760000,15835000,15760000,15820000
3/11/2018,Sunday,15823000,16005000,15819000,16000000
3/12/2018,Monday,15993000,16148000,15979000,16144000
3/13/2018,Tuesday,16143000,16495000,16137000,16402000
3/14/2018,Wednesday,16395000,16395000,16290000,16300000
3/16/2018,Friday,16315000,16315000,16000000,16000000
3/17/2018,Saturday,16020000,16200000,16020000,16060000
3/18/2018,Sunday,16120000,16190000,16105000,16166000
3/19/2018,Monday,16160000,16162000,16132000,16143000
3/21/2018,Wednesday,16153000,16211000,16153000,16211000
3/24/2018,Saturday,16361000,16361000,16361000,16361000
3/25/2018,Sunday,16600000,17100000,16600000,17100000
3/26/2018,Monday,17025000,17150000,16930000,17125000
3/27/2018,Tuesday,17100000,17100000,17000000,17050000
3/28/2018,Wednesday,17075000,17250000,17075000,17250000
4/2/2018,Monday,17200000,17310000,17150000,17290000
4/3/2018,Tuesday,17310000,17460000,17290000,17360000
4/4/2018,Wednesday,17390000,17490000,17390000,17490000
4/5/2018,Thursday,17390000,17390000,17390000,17390000
4/6/2018,Friday,17560000,17910000,17550000,17830000
4/7/2018,Saturday,18050000,19560000,18050000,19300000
4/8/2018,Sunday,19400000,20000000,19360000,19550000
4/9/2018,Monday,18500000,18510000,17450000,17700000
4/10/2018,Tuesday,17410000,17910000,17210000,17910000
4/11/2018,Wednesday,17930000,17930000,17760000,17850000
4/12/2018,Thursday,17850000,17850000,17850000,17850000
4/14/2018,Saturday,17800000,17860000,17780000,17810000
4/15/2018,Sunday,17830000,18560000,17830000,18560000
4/16/2018,Monday,18530000,18710000,17950000,17970000
4/17/2018,Tuesday,18060000,18400000,18050000,18400000
4/18/2018,Wednesday,18410000,18450000,18290000,18290000
4/19/2018,Thursday,18290000,18290000,18290000,18290000
4/20/2018,Friday,18250000,18400000,18250000,18350000
4/21/2018,Saturday,18300000,18350000,18200000,18200000
4/22/2018,Sunday,18190000,18190000,17700000,17700000
4/23/2018,Monday,17850000,17850000,17600000,17600000
4/24/2018,Tuesday,17700000,17750000,17470000,17470000
4/25/2018,Wednesday,17600000,17670000,17600000,17670000
4/26/2018,Thursday,17670000,17670000,17670000,17670000
4/27/2018,Friday,17700000,18020000,17700000,18000000
4/28/2018,Saturday,18050000,18450000,17950000,18450000
4/29/2018,Sunday,18490000,18700000,18490000,18550000
4/30/2018,Monday,18800000,19250000,18350000,19000000
5/1/2018,Tuesday,19080000,19080000,19080000,19080000
5/2/2018,Wednesday,19230000,19800000,19230000,19600000
5/3/2018,Thursday,19660000,19660000,19660000,19660000
5/4/2018,Friday,19820000,21220000,19820000,20475000
5/5/2018,Saturday,20470000,21045000,19945000,20370000
5/6/2018,Sunday,20245000,20245000,18780000,18980000
5/7/2018,Monday,19400000,20600000,19400000,20020000
5/8/2018,Tuesday,20105000,20690000,19890000,20190000
5/9/2018,Wednesday,20260000,21030000,20260000,21030000
5/10/2018,Thursday,21060000,21060000,21060000,21060000
5/11/2018,Friday,21155000,21180000,20080000,20580000
5/12/2018,Saturday,20405000,20405000,19640000,19790000
5/13/2018,Sunday,19665000,19665000,18790000,19040000
5/14/2018,Monday,19050000,19150000,18700000,19050000
5/15/2018,Tuesday,19175000,19450000,19175000,19380000
5/16/2018,Wednesday,19465000,19750000,19465000,19750000
5/17/2018,Thursday,19760000,19760000,19760000,19760000
5/18/2018,Friday,19745000,19770000,19360000,19360000
5/19/2018,Saturday,19320000,19635000,19130000,19560000
5/20/2018,Sunday,19535000,20060000,19510000,19960000
5/21/2018,Monday,19975000,20340000,19975000,20130000
5/22/2018,Tuesday,20090000,20170000,19945000,20070000
5/23/2018,Wednesday,20080000,20360000,20080000,20360000
5/24/2018,Thursday,20220000,20220000,20220000,20220000
5/25/2018,Friday,20310000,20310000,20205000,20310000
5/26/2018,Saturday,20325000,20488000,20325000,20450000
5/27/2018,Sunday,20540000,20810000,20460000,20775000
5/28/2018,Monday,20950000,21475000,20950000,21450000
5/29/2018,Tuesday,21525000,21850000,21350000,21495000
5/30/2018,Wednesday,21520000,21615000,21420000,21550000
5/31/2018,Thursday,21560000,21560000,21560000,21560000
6/1/2018,Friday,21485000,21485000,21170000,21380000
6/2/2018,Saturday,21350000,21770000,21320000,21745000
6/3/2018,Sunday,21760000,21760000,21760000,21760000
6/4/2018,Monday,21950000,22210000,21950000,22210000
6/5/2018,Tuesday,22190000,22200000,22100000,22150000
6/6/2018,Wednesday,22100000,22450000,22050000,22440000
6/7/2018,Thursday,22445000,22445000,22250000,22250000
6/8/2018,Friday,22220000,23270000,22220000,23270000
6/9/2018,Saturday,23345000,24775000,23345000,24535000
6/10/2018,Sunday,24560000,25070000,24270000,24755000
6/11/2018,Monday,24745000,25450000,24745000,25245000
6/12/2018,Tuesday,25320000,26000000,25025000,25125000
6/13/2018,Wednesday,25135000,25135000,23715000,23955000
6/14/2018,Thursday,23945000,23945000,23815000,23865000
6/15/2018,Friday,23875000,23885000,23740000,23830000
6/16/2018,Saturday,23840000,24585000,23120000,24535000
6/17/2018,Sunday,24520000,25410000,24520000,24930000
6/18/2018,Monday,24945000,25320000,24910000,25200000
6/19/2018,Tuesday,25210000,25630000,25180000,25530000
6/20/2018,Wednesday,25595000,25930000,25530000,25820000
6/21/2018,Thursday,25830000,25965000,25770000,25945000
6/22/2018,Friday,25910000,28260000,25910000,28210000
6/23/2018,Saturday,28035000,30085000,27820000,29760000
6/24/2018,Sunday,29560000,29560000,27710000,28160000
6/25/2018,Monday,28310000,28760000,28050000,28220000
6/26/2018,Tuesday,28360000,28700000,28100000,28700000
6/27/2018,Wednesday,28915000,30400000,28900000,29000000
6/28/2018,Thursday,29175000,29300000,29050000,29200000
6/29/2018,Friday,29125000,30075000,28400000,28625000
6/30/2018,Saturday,28610000,29920000,28465000,29920000
7/1/2018,Sunday,30135000,30465000,29600000,29830000
7/2/2018,Monday,29780000,29810000,29330000,29560000
7/3/2018,Tuesday,29505000,29515000,28300000,28700000
7/4/2018,Wednesday,28690000,28690000,27000000,27470000
7/5/2018,Thursday,27860000,29170000,27845000,28830000
7/6/2018,Friday,28815000,29020000,28250000,28920000
7/7/2018,Saturday,28940000,29000000,28635000,28720000
7/8/2018,Sunday,28700000,28710000,28475000,28500000
7/9/2018,Monday,28460000,28475000,27320000,27400000
7/10/2018,Tuesday,27375000,27375000,26500000,26600000
7/11/2018,Wednesday,26700000,27450000,26590000,27150000
7/12/2018,Thursday,27110000,27115000,26930000,27000000
7/13/2018,Friday,27050000,28750000,26900000,28570000
7/14/2018,Saturday,28685000,29300000,28170000,28240000
7/15/2018,Sunday,28295000,28400000,27280000,27450000
7/16/2018,Monday,27325000,28750000,26980000,28600000
7/17/2018,Tuesday,28925000,29200000,28630000,28925000
7/18/2018,Wednesday,28950000,30255000,28720000,29930000
7/19/2018,Thursday,30015000,30215000,29850000,29930000
7/20/2018,Friday,29890000,31570000,29875000,31570000
7/21/2018,Saturday,31800000,32870000,31785000,32535000
7/22/2018,Sunday,32885000,34675000,32885000,34035000
7/23/2018,Monday,33925000,35320000,33600000,34730000
7/24/2018,Tuesday,34100000,34700000,33200000,33510000
7/25/2018,Wednesday,33680000,34800000,33680000,34750000
7/26/2018,Thursday,35200000,35470000,34850000,35250000
7/27/2018,Friday,35400000,38700000,35000000,38700000
7/28/2018,Saturday,39100000,45200000,39100000,45110000
7/29/2018,Sunday,44210000,44210000,44210000,44210000
7/30/2018,Monday,40850000,41600000,37450000,39050000
7/31/2018,Tuesday,39040000,40060000,36950000,37880000
8/1/2018,Wednesday,37850000,40800000,37820000,40600000
8/2/2018,Thursday,40550000,40650000,38950000,39050000
8/3/2018,Friday,39350000,39780000,37030000,37310000
8/4/2018,Saturday,36900000,37450000,35050000,36650000
8/5/2018,Sunday,36750000,37000000,33700000,34350000
8/6/2018,Monday,34350000,34350000,30400000,30600000
8/7/2018,Tuesday,30550000,38180000,30500000,37650000
8/8/2018,Wednesday,38300000,41900000,36650000,38150000
8/9/2018,Thursday,38400000,39400000,38100000,38160000
8/10/2018,Friday,38500000,40400000,37550000,38400000
8/11/2018,Saturday,38300000,38750000,36000000,36980000
8/12/2018,Sunday,37010000,38500000,37010000,38450000
8/13/2018,Monday,38930000,40050000,38700000,38750000
8/14/2018,Tuesday,38600000,38950000,36900000,37330000
8/15/2018,Wednesday,37750000,38100000,36800000,38000000
8/16/2018,Thursday,38100000,39050000,37250000,38000000
8/17/2018,Friday,38200000,38400000,37030000,37150000
8/18/2018,Saturday,36880000,38460000,36630000,37780000
8/19/2018,Sunday,37930000,38480000,37690000,38010000
8/20/2018,Monday,38190000,39030000,38190000,38700000
8/21/2018,Tuesday,38880000,38930000,38650000,38650000
8/22/2018,Wednesday,38750000,38820000,38080000,38380000
8/23/2018,Thursday,38280000,38380000,37800000,38180000
8/24/2018,Friday,38280000,38430000,37780000,37980000
8/25/2018,Saturday,38050000,38750000,38000000,38540000
8/26/2018,Sunday,38650000,39900000,38450000,39720000
8/27/2018,Monday,40200000,41040000,39970000,40250000
8/28/2018,Tuesday,40300000,40740000,39500000,40740000
8/29/2018,Wednesday,40490000,40850000,40350000,40480000
8/30/2018,Thursday,40550000,40550000,40280000,40330000
8/31/2018,Friday,40450000,41840000,40070000,41740000
9/1/2018,Saturday,42140000,44400000,41540000,44400000
9/2/2018,Sunday,44750000,48480000,44600000,45750000
9/3/2018,Monday,45500000,47150000,44250000,45700000
9/4/2018,Tuesday,46400000,47900000,44100000,45350000
9/5/2018,Wednesday,45250000,45550000,43650000,43800000
9/6/2018,Thursday,43600000,45360000,42650000,44550000
9/7/2018,Friday,44150000,44150000,41300000,41450000
9/8/2018,Saturday,40850000,42250000,39100000,41900000
9/9/2018,Sunday,42200000,44000000,42200000,43800000
9/10/2018,Monday,44600000,46210000,43480000,44030000
9/11/2018,Tuesday,43550000,44410000,43160000,43910000
9/12/2018,Wednesday,44510000,45010000,43900000,44030000
9/13/2018,Thursday,44150000,44500000,43900000,44000000
9/14/2018,Friday,43800000,44430000,43150000,44350000
9/15/2018,Saturday,44830000,45850000,44780000,45530000
9/16/2018,Sunday,45400000,45500000,44800000,45450000
9/17/2018,Monday,45280000,45950000,45230000,45880000
9/18/2018,Tuesday,45970000,45970000,45970000,45970000
9/20/2018,Thursday,45690000,45820000,45000000,45080000
9/21/2018,Friday,44700000,45400000,44650000,44850000
9/22/2018,Saturday,44950000,46400000,44600000,46050000
9/23/2018,Sunday,46620000,47750000,46000000,47630000
9/24/2018,Monday,47300000,49400000,46400000,49200000
9/25/2018,Tuesday,48900000,55800000,48600000,54150000
9/26/2018,Wednesday,53200000,53400000,49800000,51700000
9/27/2018,Thursday,50700000,52100000,50700000,51300000
9/28/2018,Friday,50700000,52200000,49300000,51000000
9/29/2018,Saturday,50500000,51400000,45950000,49900000
9/30/2018,Sunday,50100000,50650000,43500000,45700000
10/1/2018,Monday,44250000,44250000,44000000,44000000
10/2/2018,Tuesday,44250000,44900000,43800000,43800000
10/3/2018,Wednesday,41710000,42910000,40210000,40510000
10/5/2018,Friday,40010000,41010000,38510000,39010000
10/6/2018,Saturday,44050000,44050000,37600000,37800000
10/7/2018,Sunday,38500000,40950000,38500000,40950000
10/8/2018,Monday,41050000,47500000,41050000,46100000
10/9/2018,Tuesday,46760000,48510000,44810000,45010000
10/10/2018,Wednesday,45160000,45310000,44410000,45010000
10/12/2018,Friday,43885000,44960000,42710000,42810000
10/13/2018,Saturday,42810000,42810000,42810000,42810000
11/9/2018,Friday,45500000,45700000,44050000,45250000
11/10/2018,Saturday,43750000,44050000,43000000,43150000
11/11/2018,Sunday,43000000,43900000,40260000,42500000
11/12/2018,Monday,42600000,43750000,41250000,41750000
11/13/2018,Tuesday,41450000,41550000,38900000,39300000
11/14/2018,Wednesday,37950000,39600000,37250000,39600000
11/16/2018,Friday,38200000,40500000,37500000,39950000
11/23/2018,Friday,39100000,39600000,39100000,39400000
11/26/2018,Monday,38750000,38900000,38450000,38450000
11/27/2018,Tuesday,38000000,38150000,36500000,36500000
11/28/2018,Wednesday,36100000,37900000,33650000,37550000
11/29/2018,Thursday,37650000,37650000,37650000,37650000
11/30/2018,Friday,37130000,37250000,36390000,37130000
12/1/2018,Saturday,38050000,39280000,37980000,39030000
12/2/2018,Sunday,39070000,39280000,37400000,37430000
12/3/2018,Monday,37350000,37650000,36780000,37580000
12/4/2018,Tuesday,37430000,37770000,37370000,37770000
12/5/2018,Wednesday,37800000,39050000,37800000,38950000
12/6/2018,Thursday,38830000,38920000,38800000,38800000
12/7/2018,Friday,38870000,39430000,38850000,38920000
12/8/2018,Saturday,38930000,38930000,37630000,37650000
12/9/2018,Sunday,37350000,37630000,36470000,36550000
12/10/2018,Monday,36330000,36330000,36170000,36170000
12/11/2018,Tuesday,36220000,36250000,35800000,35800000
12/12/2018,Wednesday,36800000,36800000,36500000,36500000
12/14/2018,Friday,34800000,34800000,34800000,34800000
12/15/2018,Saturday,34650000,34650000,33800000,33800000
12/16/2018,Sunday,34800000,35000000,34300000,35000000
12/17/2018,Monday,34600000,35250000,34600000,35060000
12/18/2018,Tuesday,34810000,34810000,33820000,33820000
12/19/2018,Wednesday,33650000,33680000,33090000,33550000
12/21/2018,Friday,33700000,34000000,33700000,33850000
12/22/2018,Saturday,34030000,34600000,34030000,34600000
12/23/2018,Sunday,34540000,34750000,34420000,34660000
12/24/2018,Monday,35900000,37050000,35640000,37050000
12/25/2018,Tuesday,38950000,39100000,36200000,36830000
12/26/2018,Wednesday,36730000,36750000,35590000,35710000
12/28/2018,Friday,35250000,35250000,34700000,34700000
12/29/2018,Saturday,36380000,36610000,35450000,36180000
12/30/2018,Sunday,36800000,37240000,36190000,37170000
12/31/2018,Monday,36720000,36720000,35450000,36200000
1/1/2019,Tuesday,36020000,36300000,35820000,36210000
1/2/2019,Wednesday,36710000,36800000,36550000,36630000
1/4/2019,Friday,36580000,36740000,35580000,36120000
1/5/2019,Saturday,36350000,36960000,36300000,36900000
1/6/2019,Sunday,37370000,37890000,37150000,37570000
1/7/2019,Monday,37220000,37655000,37090000,37450000
1/8/2019,Tuesday,37550000,38335000,37365000,37840000
1/9/2019,Wednesday,38040000,38555000,37850000,38210000
1/11/2019,Friday,38450000,39150000,38450000,38970000
1/12/2019,Saturday,39300000,39300000,37650000,37650000
1/13/2019,Sunday,37650000,38450000,37650000,38450000
1/14/2019,Monday,38570000,39150000,38430000,38900000
1/15/2019,Tuesday,38860000,39410000,38670000,39240000
1/16/2019,Wednesday,39361000,39361000,38900000,38900000
1/18/2019,Friday,38900000,39610000,38900000,39520000
1/19/2019,Saturday,39620000,40300000,39430000,39960000
1/20/2019,Sunday,40100000,40855000,40100000,40675000
1/21/2019,Monday,40480000,41310000,40290000,40180000
1/22/2019,Tuesday,39860000,40760000,39860000,40540000
1/23/2019,Wednesday,40530000,40840000,40490000,40670000
1/25/2019,Friday,40480000,41560000,40480000,41490000
1/26/2019,Saturday,41610000,41610000,41510000,41510000
1/27/2019,Sunday,41510000,42140000,41410000,42020000
1/28/2019,Monday,42230000,42460000,41620000,42390000
1/29/2019,Tuesday,42610000,42610000,42050000,42050000
1/30/2019,Wednesday,42050000,42050000,41380000,41380000
2/1/2019,Friday,41360000,41360000,39780000,39780000
2/2/2019,Saturday,39880000,41520000,39880000,40920000
2/3/2019,Sunday,40750000,41770000,40720000,41600000
2/4/2019,Monday,41710000,42390000,41710000,42110000
2/6/2019,Wednesday,42090000,42100000,41240000,41410000
2/9/2019,Saturday,42210000,42520000,41900000,42340000
2/11/2019,Monday,42220000,42850000,42180000,42770000
2/12/2019,Tuesday,43100000,43150000,42440000,42935000
2/13/2019,Wednesday,42730000,42905000,42440000,42490000
2/15/2019,Friday,42500000,43280000,42495000,43235000
2/16/2019,Saturday,43525000,43690000,43120000,43625000
2/17/2019,Sunday,43785000,44925000,43785000,44480000
2/18/2019,Monday,44495000,45060000,44290000,44835000
2/19/2019,Tuesday,45235000,46185000,44815000,45970000
2/20/2019,Wednesday,45670000,45935000,45050000,45960000
2/22/2019,Friday,45600000,47195000,45520000,46990000
2/23/2019,Saturday,47720000,48810000,47150000,47895000
2/24/2019,Sunday,47495000,48210000,46480000,46480000
2/25/2019,Monday,47580000,47580000,46260000,46630000
2/26/2019,Tuesday,46225000,46640000,45935000,46400000
2/27/2019,Wednesday,45970000,46200000,45500000,46100000
3/1/2019,Friday,46600000,47170000,45850000,45990000
3/2/2019,Saturday,45820000,45820000,44400000,44670000
3/3/2019,Sunday,44300000,44600000,43500000,44180000
3/4/2019,Monday,44060000,45390000,43990000,45100000
3/5/2019,Tuesday,45690000,46150000,44620000,44990000
3/6/2019,Wednesday,44910000,45260000,44460000,44560000
3/8/2019,Friday,45690000,45710000,45040000,45490000
3/9/2019,Saturday,45660000,45680000,44840000,44950000
3/10/2019,Sunday,44840000,45030000,44520000,44690000
3/11/2019,Monday,44630000,44840000,44370000,44580000
3/12/2019,Tuesday,45590000,46680000,44780000,46520000
3/13/2019,Wednesday,46310000,46620000,45960000,46370000
3/15/2019,Friday,46020000,46440000,45920000,46030000
3/16/2019,Saturday,45940000,46020000,45170000,45520000
3/17/2019,Sunday,45480000,46160000,45170000,46140000
3/18/2019,Monday,46100000,46870000,45900000,46620000
3/24/2019,Sunday,46430000,46440000,46150000,46290000
3/25/2019,Monday,46180000,46580000,46170000,46530000
3/26/2019,Tuesday,46800000,46880000,46690000,46840000
3/29/2019,Friday,46710000,46830000,46500000,46670000
3/30/2019,Saturday,46710000,46860000,46600000,46780000
4/3/2019,Wednesday,46530000,46560000,46420000,46560000
4/5/2019,Friday,46960000,47500000,46810000,47480000
4/6/2019,Saturday,47950000,48430000,47560000,48430000
4/7/2019,Sunday,48480000,49940000,48440000,49920000
4/8/2019,Monday,50400000,52060000,49310000,49660000
4/9/2019,Tuesday,49640000,49660000,48100000,48440000
4/10/2019,Wednesday,47780000,48210000,47240000,47760000
4/12/2019,Friday,46890000,47780000,46810000,47760000
4/13/2019,Saturday,47450000,48300000,47410000,48170000
4/14/2019,Sunday,48290000,48810000,48140000,48500000
4/15/2019,Monday,47230000,47420000,46600000,46750000
4/16/2019,Tuesday,47410000,47890000,47200000,47520000
4/17/2019,Wednesday,47620000,47720000,47150000,47250000
4/19/2019,Friday,47570000,47670000,47180000,47380000
4/21/2019,Sunday,47390000,48660000,47340000,48660000
4/22/2019,Monday,48610000,49010000,48380000,48530000
4/23/2019,Tuesday,48520000,49110000,48330000,49070000
4/24/2019,Wednesday,49190000,49210000,48810000,48960000
4/26/2019,Friday,49040000,49940000,48940000,49900000
4/27/2019,Saturday,50310000,50330000,49610000,50110000
4/28/2019,Sunday,49780000,49860000,49390000,49720000
4/29/2019,Monday,49380000,49750000,49220000,49610000
4/30/2019,Tuesday,49970000,50430000,49750000,50080000
5/1/2019,Wednesday,50390000,50510000,50120000,50210000
5/3/2019,Friday,50050000,50870000,49970000,50630000
5/4/2019,Saturday,50940000,51110000,50180000,50230000
5/5/2019,Sunday,50280000,51130000,50240000,51100000
5/6/2019,Monday,51110000,51510000,49030000,51260000
5/7/2019,Tuesday,51080000,51710000,50930000,51500000
5/8/2019,Wednesday,51600000,51860000,51410000,51600000
5/10/2019,Friday,51500000,51580000,50540000,50860000
5/11/2019,Saturday,50430000,50460000,49790000,49950000
5/12/2019,Sunday,50530000,50560000,49820000,50100000
5/13/2019,Monday,49910000,50510000,49860000,50480000
5/14/2019,Tuesday,50360000,50410000,49760000,49810000
5/15/2019,Wednesday,49660000,49690000,49240000,49440000
5/17/2019,Friday,49410000,49590000,48870000,48930000
5/18/2019,Saturday,49110000,49110000,48050000,48090000
5/19/2019,Sunday,47610000,49260000,46120000,46920000
5/20/2019,Monday,46690000,47640000,45820000,47310000
5/21/2019,Tuesday,47910000,48330000,47570000,48280000
5/22/2019,Wednesday,48120000,48130000,47320000,47660000
5/24/2019,Friday,48140000,48430000,47660000,47870000
5/25/2019,Saturday,47800000,48210000,47470000,48160000
5/27/2019,Monday,47110000,47190000,46030000,46140000
5/28/2019,Tuesday,45710000,46610000,45200000,46260000
5/29/2019,Wednesday,46110000,46470000,45990000,46240000
5/31/2019,Friday,46450000,46630000,46130000,46280000
6/1/2019,Saturday,46060000,46160000,45250000,45420000
6/2/2019,Sunday,45410000,45630000,45200000,45520000
6/7/2019,Friday,46210000,46290000,45190000,45250000
6/8/2019,Saturday,44870000,44910000,44180000,44660000
6/9/2019,Sunday,44610000,45380000,44230000,45280000
6/10/2019,Monday,45150000,45270000,44670000,44990000
6/11/2019,Tuesday,45040000,45360000,44750000,45120000
6/12/2019,Wednesday,45630000,45680000,45630000,45680000
6/14/2019,Friday,46510000,47060000,46210000,47000000
6/15/2019,Saturday,47380000,47900000,47170000,47550000
